sampleid	measured_mz	measured_rt	nearest_distance	scan	#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags	internalFilename	rank	expert_annotation	shorthand
X741.5465mz542.0316	741.5465	542.0316	7.155844646860294	2162151	2162151	M+H		1	PC(16:0/17:0); [M+H]+ C41H83N1O8P1	Commercial	Thomas Metz	0.0			HCD; Velos	Positive	LC-ESI	747.578	lib-00030.mgf	Gold	1	0.8963409999999999	26.7792	0.0200195	PNNL-LIPIDS-POSITIVE	Thomas Metz	747.578		538.181	4		0	747.5980000000002	specs_ms.pklbin	CCMSLIB00003114947	3682.12	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin			Other
X341.3041mz549.1355	341.3041	549.1355	25.56379944100644	954255	954255	M+H	 	0	phenylethylamide 359	Other	HW	0.0	 	 	qTof	Positive	LC-ESI	360.326	lib-00030.mgf	Bronze	3	0.837375	0.0	0.0	GNPS-LIBRARY	HW	360.326	 	566.214	4	 	0	360.326	specs_ms.pklbin	CCMSLIB00001059665	2975.69	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X359.3147mz549.4270	359.3147	549.427	12.399886680530605	977154	977154	M+H-2H2O	561637	1	19-Hydroxycholesterol	Isolated	NIST	0.0	InChI=1S/C27H46O2/c1-18(2)6-5-7-19(3)23-10-11-24-22-9-8-20-16-21(29)12-15-27(20,17-28)25(22)13-14-26(23,24)4/h8,18-19,21-25,28-29H,5-7,9-17H2,1-4H3/t19-,21+,22+,23-,24+,25+,26-,27-/m1/s1		HCD	Positive	ESI	367.336	lib-00025.mgf	Bronze	3	0.713619	0.249234	9.15527e-05	NIST17	NIST	367.336		558.883	7	CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)CO)C	0	367.336	specs_ms.pklbin	CCMSLIB00003585603	2630.98	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X367.3356mz559.9415	367.3356	559.9415	1.0585000755786271	977154	977154	M+H-2H2O	561637	1	19-Hydroxycholesterol	Isolated	NIST	0.0	InChI=1S/C27H46O2/c1-18(2)6-5-7-19(3)23-10-11-24-22-9-8-20-16-21(29)12-15-27(20,17-28)25(22)13-14-26(23,24)4/h8,18-19,21-25,28-29H,5-7,9-17H2,1-4H3/t19-,21+,22+,23-,24+,25+,26-,27-/m1/s1		HCD	Positive	ESI	367.336	lib-00025.mgf	Bronze	3	0.713619	0.249234	9.15527e-05	NIST17	NIST	367.336		558.883	7	CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)CO)C	0	367.336	specs_ms.pklbin	CCMSLIB00003585603	2630.98	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			19-Hydroxycholesterol
X385.2723mz563.7238	385.2723	563.7238	1.9981596357648792	1044873	1044873	M+H	5226017	1	Lumisterol 3	Isolated	NIST	0.0	InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9-10,18-19,21,23-25,28H,6-8,11-17H2,1-5H3/t19-,21+,23-,24+,25-,26-,27-/m1/s1		HCD	Positive	ESI	385.346	lib-00025.mgf	Bronze	3	0.71087	1.26712	0.000488281	NIST17	NIST	385.346		561.727	11	CC(C)CCCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C	0	385.346	specs_ms.pklbin	CCMSLIB00003375120	71079.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Lumisterol 3
X665.4930mz568.6791	665.493	568.6791	28.289769903800906	1913119	1913119	2M+H	112845	1	Spectral Match to 13-Docosenamide, (Z)- from NIST14	Isolated	Data deposited by amelnik	0.0			QqQ	Positive	ESI	675.675	lib-00024.mgf	Bronze	3	0.847331	2.98096	0.00201416	GNPS-NIST14-MATCHES	Data from PDorrestein	675.675		595.073	11		0	675.677	specs_ms.pklbin	CCMSLIB00003139957	206534.0	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X401.3413mz574.1497	401.3413	574.1497	0.21770020670641485	1104604	1104604	M+H	566289	1	7-Oxocholesterol	Isolated	NIST	0.0	InChI=1S/C27H44O2/c1-17(2)7-6-8-18(3)21-9-10-22-25-23(12-14-27(21,22)5)26(4)13-11-20(28)15-19(26)16-24(25)29/h16-18,20-23,25,28H,6-15H2,1-5H3/t18-,20+,21-,22+,23+,25+,26+,27-/m1/s1		HCD	Positive	ESI	401.341	lib-00025.mgf	Bronze	3	0.805333	0.988506	0.000396729	NIST17	NIST	401.341		573.932	8	CC(C)CCCC(C)C1CCC2C1(CCC3C2C(=O)C=C4C3(CCC(C4)O)C)C	0	401.341	specs_ms.pklbin	CCMSLIB00003452752	109571.0	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			7-Oxocholesterol
X755.5395mz577.0021	755.5395	577.0021	6.25375473295852	2208192	2208192	M+H		1	PC(16:0/18:0); [M+H]+ C42H85N1O8P1	Commercial	Thomas Metz	0.0			HCD; Velos	Positive	LC-ESI	761.5930000000002	lib-00030.mgf	Gold	1	0.922323	6.5716	0.00500488	PNNL-LIPIDS-POSITIVE	Thomas Metz	761.5930000000002		578.572	7		0	761.5880000000002	specs_ms.pklbin	CCMSLIB00003128573	112254.0	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin			Other
X343.2854mz593.0689	343.2854	593.0689	31.80515213562098	954255	954255	M+H	 	0	phenylethylamide 359	Other	HW	0.0	 	 	qTof	Positive	LC-ESI	360.326	lib-00030.mgf	Bronze	3	0.837375	0.0	0.0	GNPS-LIBRARY	HW	360.326	 	566.214	4	 	0	360.326	specs_ms.pklbin	CCMSLIB00001059665	2975.69	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X434.3601mz593.5585	434.3601	593.5585	38.41172304206096	1104604	1104604	M+H	566289	1	7-Oxocholesterol	Isolated	NIST	0.0	InChI=1S/C27H44O2/c1-17(2)7-6-8-18(3)21-9-10-22-25-23(12-14-27(21,22)5)26(4)13-11-20(28)15-19(26)16-24(25)29/h16-18,20-23,25,28H,6-15H2,1-5H3/t18-,20+,21-,22+,23+,25+,26+,27-/m1/s1		HCD	Positive	ESI	401.341	lib-00025.mgf	Bronze	3	0.805333	0.988506	0.000396729	NIST17	NIST	401.341		573.932	8	CC(C)CCCC(C)C1CCC2C1(CCC3C2C(=O)C=C4C3(CCC(C4)O)C)C	0	401.341	specs_ms.pklbin	CCMSLIB00003452752	109571.0	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X412.3782mz593.7169	412.3782	593.7169	21.969485807592267	1067667	1067667	M+H	117840	1	Spectral Match to Dioctyl phthalate from NIST14	Isolated	Data deposited by lfnothias	0.0			QqQ	Positive	ESI	391.285	lib-00030.mgf	Bronze	3	0.8891389999999999	2.57378	0.00100708	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein;David Touboul	391.285		587.5740000000002	4		0	391.284	specs_ms.pklbin	CCMSLIB00003135367	218443.0	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X460.3757mz599.3083	460.3757	599.3083	64.25770308515547	1104604	1104604	M+H	566289	1	7-Oxocholesterol	Isolated	NIST	0.0	InChI=1S/C27H44O2/c1-17(2)7-6-8-18(3)21-9-10-22-25-23(12-14-27(21,22)5)26(4)13-11-20(28)15-19(26)16-24(25)29/h16-18,20-23,25,28H,6-15H2,1-5H3/t18-,20+,21-,22+,23+,25+,26+,27-/m1/s1		HCD	Positive	ESI	401.341	lib-00025.mgf	Bronze	3	0.805333	0.988506	0.000396729	NIST17	NIST	401.341		573.932	8	CC(C)CCCC(C)C1CCC2C1(CCC3C2C(=O)C=C4C3(CCC(C4)O)C)C	0	401.341	specs_ms.pklbin	CCMSLIB00003452752	109571.0	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X438.3935mz599.3187	438.3935	599.3187	44.91516774030797	1104604	1104604	M+H	566289	1	7-Oxocholesterol	Isolated	NIST	0.0	InChI=1S/C27H44O2/c1-17(2)7-6-8-18(3)21-9-10-22-25-23(12-14-27(21,22)5)26(4)13-11-20(28)15-19(26)16-24(25)29/h16-18,20-23,25,28H,6-15H2,1-5H3/t18-,20+,21-,22+,23+,25+,26+,27-/m1/s1		HCD	Positive	ESI	401.341	lib-00025.mgf	Bronze	3	0.805333	0.988506	0.000396729	NIST17	NIST	401.341		573.932	8	CC(C)CCCC(C)C1CCC2C1(CCC3C2C(=O)C=C4C3(CCC(C4)O)C)C	0	401.341	specs_ms.pklbin	CCMSLIB00003452752	109571.0	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
